id,clave,descripcion
catalogos_materiales_peligrosos733,M0733,"CLORATO Y BORATO, MEZCLA DE",
catalogos_materiales_peligrosos734,M0734,"CLORATO Y CLORURO DE MAGNESIO, MEZCLA SÓLIDA DE",
catalogos_materiales_peligrosos735,M0735,"CLORATOS INORGÁNICOS, N.E.P.",
catalogos_materiales_peligrosos736,M0736,"CLORITOS INORGÁNICOS, N.E.P.",
catalogos_materiales_peligrosos737,M0737,TRIÓXIDO DE CROMO ANHIDRO,
catalogos_materiales_peligrosos738,M0738,NITRATO DE DIDIMIO,
catalogos_materiales_peligrosos739,M0739,NITRATO DE HIERRO(III),
catalogos_materiales_peligrosos740,M0740,NITRATO DE GUANIDINA,
catalogos_materiales_peligrosos741,M0741,NITRATO DE PLOMO,
catalogos_materiales_peligrosos742,M0742,"PERCLORATO DE PLOMO, SÓLIDO",
catalogos_materiales_peligrosos743,M0743,"HIPOCLORITO DE LITIO, SECO o HIPOCLORITO DE LITIO EN MEZCLA",
catalogos_materiales_peligrosos744,M0744,PERÓXIDO DE LITIO,
catalogos_materiales_peligrosos745,M0745,BROMATO DE MAGNESIO,
catalogos_materiales_peligrosos746,M0746,NITRATO DE MAGNESIO,
catalogos_materiales_peligrosos747,M0747,PERCLORATO DE MAGNESIO,
catalogos_materiales_peligrosos748,M0748,PERÓXIDO DE MAGNESIO,
catalogos_materiales_peligrosos749,M0749,"NITRATOS INORGÁNICOS, N.E.P.",
catalogos_materiales_peligrosos750,M0750,"SÓLIDO COMBURENTE, N.E.P.",
catalogos_materiales_peligrosos751,M0751,"PERCLORATOS INORGÁNICOS, N.E.P.",
catalogos_materiales_peligrosos752,M0752,"PERMANGANATOS INORGÁNICOS, N.E.P.",
catalogos_materiales_peligrosos753,M0753,"PERÓXIDOS INORGÁNICOS, N.E.P.",
catalogos_materiales_peligrosos754,M0754,BROMATO DE POTASIO,
catalogos_materiales_peligrosos755,M0755,CLORATO DE POTASIO,
catalogos_materiales_peligrosos756,M0756,NITRATO DE POTASIO,
catalogos_materiales_peligrosos757,M0757,"NITRATO DE POTASIO Y NITRITO DE SODIO, MEZCLA DE",
catalogos_materiales_peligrosos758,M0758,NITRITO DE POTASIO,
catalogos_materiales_peligrosos759,M0759,PERCLORATO DE POTASIO,
catalogos_materiales_peligrosos760,M0760,PERMANGANATO DE POTASIO,
catalogos_materiales_peligrosos761,M0761,PERÓXIDO DE POTASIO,
catalogos_materiales_peligrosos762,M0762,PERSULFATO DE POTASIO,
catalogos_materiales_peligrosos763,M0763,NITRATO DE PLATA,
catalogos_materiales_peligrosos764,M0764,BROMATO DE SODIO,
catalogos_materiales_peligrosos765,M0765,CLORATO DE SODIO,
catalogos_materiales_peligrosos766,M0766,CLORITO DE SODIO,
catalogos_materiales_peligrosos767,M0767,NITRATO DE SODIO,
catalogos_materiales_peligrosos768,M0768,"NITRATO DE SODIO Y NITRATO DE POTASIO, MEZCLA DE",
catalogos_materiales_peligrosos769,M0769,NITRITO DE SODIO,
catalogos_materiales_peligrosos770,M0770,PERCLORATO DE SODIO,
catalogos_materiales_peligrosos771,M0771,PERMANGANATO DE SODIO,
catalogos_materiales_peligrosos772,M0772,PERÓXIDO DE SODIO,
catalogos_materiales_peligrosos773,M0773,PERSULFATO DE SODIO,
catalogos_materiales_peligrosos774,M0774,CLORATO DE ESTRONCIO,
catalogos_materiales_peligrosos775,M0775,NITRATO DE ESTRONCIO,
catalogos_materiales_peligrosos776,M0776,PERCLORATO DE ESTRONCIO,
catalogos_materiales_peligrosos777,M0777,PERÓXIDO DE ESTRONCIO,
catalogos_materiales_peligrosos778,M0778,TETRANITROMETANO,
catalogos_materiales_peligrosos779,M0779,UREA-PERÓXIDO DE HIDRÓGENO,
catalogos_materiales_peligrosos780,M0780,NITRITO DE CINC Y AMONIO,
catalogos_materiales_peligrosos781,M0781,CLORATO DE CINC,
catalogos_materiales_peligrosos782,M0782,NITRATO DE CINC,
catalogos_materiales_peligrosos783,M0783,PERMANGANATO DE CINC,
catalogos_materiales_peligrosos784,M0784,PERÓXIDO DE CINC,
catalogos_materiales_peligrosos785,M0785,"PICRAMATO DE CIRCONIO HUMEDECIDO con un mínimo del 20 %, en masa, de agua",
catalogos_materiales_peligrosos786,M0786,"CIANHIDRINA DE LA ACETONA, ESTABILIZADA",
catalogos_materiales_peligrosos787,M0787,"ALCALOIDES SÓLIDOS, N.E.P.,
oSALES DE ALCALOIDES, SÓLIDAS, N.E.P.",
catalogos_materiales_peligrosos788,M0788,ISOTIOCIANATO DE ALILO ESTABILIZADO,
catalogos_materiales_peligrosos789,M0789,ARSENIATO DE AMONIO,
catalogos_materiales_peligrosos790,M0790,ANILINA,
catalogos_materiales_peligrosos791,M0791,CLORHIDRATO DE ANILINA,
catalogos_materiales_peligrosos792,M0792,"ANTIMONIO, COMPUESTO INORGÁNICO SÓLIDO DE, N.E.P.",
catalogos_materiales_peligrosos793,M0793,LACTATO DE ANTIMONIO,
catalogos_materiales_peligrosos794,M0794,TARTRATO DE ANTIMONIO Y POTASIO,
catalogos_materiales_peligrosos795,M0795,ÁCIDO ARSÉNICO LÍQUIDO,
catalogos_materiales_peligrosos796,M0796,ÁCIDO ARSÉNICO SÓLIDO,
catalogos_materiales_peligrosos797,M0797,BROMURO DE ARSÉNICO,
catalogos_materiales_peligrosos798,M0798,"ARSÉNICO, COMPUESTO LÍQUIDO DE, N.E.P., inorgánico, en particular arseniatos, n.e.p., arsenitos, n.e.p., sulfuros de arsénico, n.e.p., y compuesto orgánico de arsénico, n.e.p.",
catalogos_materiales_peligrosos799,M0799,"ARSÉNICO, COMPUESTO SÓLIDO DE, N.E.P., inorgánico, en particular arseniatos n.e.p., arsenitos n.e.p., sulfuros de arsénico n.e.p. y compuesto orgánico de arsénico n.e.p.",
catalogos_materiales_peligrosos800,M0800,ARSÉNICO,
catalogos_materiales_peligrosos801,M0801,PENTÓXIDO DE ARSÉNICO,
catalogos_materiales_peligrosos802,M0802,TRICLORURO DE ARSÉNICO,
catalogos_materiales_peligrosos803,M0803,TRIÓXIDO DE ARSÉNICO,
catalogos_materiales_peligrosos804,M0804,POLVO ARSENICAL,
catalogos_materiales_peligrosos805,M0805,"BARIO, COMPUESTO DE, N.E.P.",
catalogos_materiales_peligrosos806,M0806,CIANURO DE BARIO,
catalogos_materiales_peligrosos807,M0807,"BERILIO, COMPUESTO DE, N.E.P.",
catalogos_materiales_peligrosos808,M0808,BERILIO EN POLVO,
catalogos_materiales_peligrosos809,M0809,BROMOACETONA,
catalogos_materiales_peligrosos810,M0810,BRUCINA,
catalogos_materiales_peligrosos811,M0811,"AZIDA DE BARIO HUMEDECIDA con un mínimo del 50 %, en masa, de agua",
catalogos_materiales_peligrosos812,M0812,ÁCIDO CACODÍLICO,
catalogos_materiales_peligrosos813,M0813,ARSENIATO DE CALCIO,
catalogos_materiales_peligrosos814,M0814,ARSENIATO DE CALCIO Y ARSENITO DE CALCIO EN MEZCLA SÓLIDA,
catalogos_materiales_peligrosos815,M0815,CIANURO DE CALCIO,
catalogos_materiales_peligrosos816,M0816,CLORODINITROBENCENOS LÍQUIDOS,
catalogos_materiales_peligrosos817,M0817,CLORONITROBENCENOS SÓLIDOS,
catalogos_materiales_peligrosos818,M0818,"CLORHIDRATO DE 4-CLORO-o- TOLUIDINA, SÓLIDO",
catalogos_materiales_peligrosos819,M0819,CLOROPICRINA,
catalogos_materiales_peligrosos820,M0820,"CLOROPICRINA Y BROMURO DE METILO, MEZCLA DE, con más del 2 % de cloropicrina",
catalogos_materiales_peligrosos821,M0821,"CLOROPICRINA Y CLORURO DE METILO, MEZCLA DE",
catalogos_materiales_peligrosos822,M0822,"CLOROPICRINA EN MEZCLA, N.E.P.",
catalogos_materiales_peligrosos823,M0823,ACETOARSENITO DE COBRE,
catalogos_materiales_peligrosos824,M0824,ARSENITO DE COBRE,
catalogos_materiales_peligrosos825,M0825,CIANURO DE COBRE,
catalogos_materiales_peligrosos826,M0826,"CIANUROS INORGÁNICOS, SÓLIDOS, N.E.P.",
catalogos_materiales_peligrosos827,M0827,CLORURO DE CIANÓGENO ESTABILIZADO,
catalogos_materiales_peligrosos828,M0828,DICLOROANILINAS LÍQUIDAS,
catalogos_materiales_peligrosos829,M0829,o-DICLOROBENCENO,
catalogos_materiales_peligrosos830,M0830,DICLOROMETANO,
catalogos_materiales_peligrosos831,M0831,SULFATO DE DIETILO,
catalogos_materiales_peligrosos832,M0832,SULFATO DE DIMETILO,
catalogos_materiales_peligrosos833,M0833,DINITROANILINAS,
catalogos_materiales_peligrosos834,M0834,DINITROBENCENOS LÍQUIDOS,
catalogos_materiales_peligrosos835,M0835,DINITRO-o-CRESOL,
catalogos_materiales_peligrosos836,M0836,DINITROFENOL EN SOLUCIÓN,
catalogos_materiales_peligrosos837,M0837,DINITROTOLUENOS FUNDIDOS,
catalogos_materiales_peligrosos838,M0838,"DESINFECTANTE SÓLIDO, TÓXICO, N.E.P.",
catalogos_materiales_peligrosos839,M0839,"COLORANTE LÍQUIDO, TÓXICO, N.E.P. o MATERIA INTERMEDIA PARA COLORANTES, LÍQUIDA, TÓXICA, N.E.P.",
catalogos_materiales_peligrosos840,M0840,BROMOACETATO DE ETILO,
catalogos_materiales_peligrosos841,M0841,ETILENDIAMINA,
catalogos_materiales_peligrosos842,M0842,DIBROMURO DE ETILENO,
catalogos_materiales_peligrosos843,M0843,ARSENIATO DE HIERRO(III),
catalogos_materiales_peligrosos844,M0844,ARSENITO DE HIERRO(III),
catalogos_materiales_peligrosos845,M0845,ARSENIATO DE HIERRO(II),
catalogos_materiales_peligrosos846,M0846,TETRAFOSFATO DE HEXAETILO,
catalogos_materiales_peligrosos847,M0847,"TETRAFOSFATO DE HEXAETILO Y GAS COMPRIMIDO, MEZCLA DE",
catalogos_materiales_peligrosos848,M0848,ÁCIDO CIANHÍDRICO EN SOLUCIÓN ACUOSA (CIANURO DE HIDRÓGENO EN SOLUCIÓN ACUOSA) con un máximo del 20 % de cianuro de hidrógeno,
catalogos_materiales_peligrosos849,M0849,CIANURO DE HIDRÓGENO ESTABILIZADO con menos del 3 % de agua y absorbido en una materia porosa inerte,
catalogos_materiales_peligrosos850,M0850,ACETATO DE PLOMO,
catalogos_materiales_peligrosos851,M0851,ARSENIATOS DE PLOMO,
catalogos_materiales_peligrosos852,M0852,ARSENITOS DE PLOMO,
catalogos_materiales_peligrosos853,M0853,CIANURO DE PLOMO,
catalogos_materiales_peligrosos854,M0854,PÚRPURA DE LONDRES,
catalogos_materiales_peligrosos855,M0855,ARSENIATO DE MAGNESIO,
catalogos_materiales_peligrosos856,M0856,ARSENIATO DE MERCURIO(II),
catalogos_materiales_peligrosos857,M0857,CLORURO DE MERCURIO(II),
catalogos_materiales_peligrosos858,M0858,NITRATO DE MERCURIO(II),
catalogos_materiales_peligrosos859,M0859,CIANURO DE MERCURIO Y POTASIO,
catalogos_materiales_peligrosos860,M0860,NITRATO DE MERCURIO(I),
catalogos_materiales_peligrosos861,M0861,ACETATO DE MERCURIO,
catalogos_materiales_peligrosos862,M0862,CLORURO DE MERCURIO Y AMONIO,
catalogos_materiales_peligrosos863,M0863,BENZOATO DE MERCURIO,
catalogos_materiales_peligrosos864,M0864,BROMUROS DE MERCURIO,
catalogos_materiales_peligrosos865,M0865,CIANURO DE MERCURIO,
catalogos_materiales_peligrosos866,M0866,GLUCONATO DE MERCURIO,
catalogos_materiales_peligrosos867,M0867,YODURO DE MERCURIO,
catalogos_materiales_peligrosos868,M0868,NUCLEATO DE MERCURIO,
catalogos_materiales_peligrosos869,M0869,OLEATO DE MERCURIO,
catalogos_materiales_peligrosos870,M0870,ÓXIDO DE MERCURIO,
catalogos_materiales_peligrosos871,M0871,"OXICIANURO DE MERCURIO, DESENSIBILIZADO",
catalogos_materiales_peligrosos872,M0872,YODURO DE MERCURIO Y POTASIO,
catalogos_materiales_peligrosos873,M0873,SALICILATO DE MERCURIO,
catalogos_materiales_peligrosos874,M0874,SULFATO DE MERCURIO,
catalogos_materiales_peligrosos875,M0875,TIOCIANATO DE MERCURIO,
catalogos_materiales_peligrosos876,M0876,"BROMURO DE METILO Y DIBROMURO DE ETILENO, MEZCLA LÍQUIDA DE",
catalogos_materiales_peligrosos877,M0877,ACETONITRILO,
catalogos_materiales_peligrosos878,M0878,MEZCLA ANTIDETONANTE PARA COMBUSTIBLES DE MOTORES,
catalogos_materiales_peligrosos879,M0879,beta-NAFTILAMINA SÓLIDA,
catalogos_materiales_peligrosos880,M0880,NAFTILTIOUREA,
catalogos_materiales_peligrosos881,M0881,NAFTILUREA,
catalogos_materiales_peligrosos882,M0882,CIANURO DE NÍQUEL,
catalogos_materiales_peligrosos883,M0883,NICOTINA,
catalogos_materiales_peligrosos884,M0884,"NICOTINA, COMPUESTO SÓLIDO DE, N.E.P., o PREPARADO SÓLIDO A BASE DE NICOTINA, N.E.P.",
catalogos_materiales_peligrosos885,M0885,"CLORHIDRATO DE NICOTINA, LÍQUIDO o EN SOLUCIÓN",
catalogos_materiales_peligrosos886,M0886,SALICILATO DE NICOTINA,
catalogos_materiales_peligrosos887,M0887,"SULFATO DE NICOTINA, EN SOLUCIÓN",
catalogos_materiales_peligrosos888,M0888,TARTRATO DE NICOTINA,
catalogos_materiales_peligrosos889,M0889,ÓXIDO NÍTRICO COMPRIMIDO,
catalogos_materiales_peligrosos890,M0890,"NITROANILINAS (o-, m-, p-)",
catalogos_materiales_peligrosos891,M0891,NITROBENCENO,
catalogos_materiales_peligrosos892,M0892,"NITROFENOLES (o-, m-, p-)",
catalogos_materiales_peligrosos893,M0893,NITROTOLUENOS LÍQUIDOS,
catalogos_materiales_peligrosos894,M0894,NITROXILENOS LÍQUIDOS,
catalogos_materiales_peligrosos895,M0895,PENTACLOROETANO,
catalogos_materiales_peligrosos896,M0896,PERCLOROMETIL- MERCAPTANO,
catalogos_materiales_peligrosos897,M0897,FENOL SÓLIDO,
catalogos_materiales_peligrosos898,M0898,"CLORURO DE
FENILCARBILAMINA",
catalogos_materiales_peligrosos899,M0899,"FENILENDIAMINAS (o-, m-, p-)",
catalogos_materiales_peligrosos900,M0900,ACETATO DE FENILMERCURIO,
catalogos_materiales_peligrosos901,M0901,ARSENIATO DE POTASIO,
catalogos_materiales_peligrosos902,M0902,ARSENITO DE POTASIO,
catalogos_materiales_peligrosos903,M0903,CUPROCIANURO DE POTASIO,
catalogos_materiales_peligrosos904,M0904,CIANURO DE POTASIO SÓLIDO,
catalogos_materiales_peligrosos905,M0905,ARSENITO DE PLATA,
catalogos_materiales_peligrosos906,M0906,CIANURO DE PLATA,
catalogos_materiales_peligrosos907,M0907,ARSENIATO DE SODIO,
catalogos_materiales_peligrosos908,M0908,ARSENITO DE SODIO EN SOLUCIÓN ACUOSA,
catalogos_materiales_peligrosos909,M0909,AZIDA DE SODIO,
catalogos_materiales_peligrosos910,M0910,CACODILATO DE SODIO,
catalogos_materiales_peligrosos911,M0911,CIANURO DE SODIO SÓLIDO,
catalogos_materiales_peligrosos912,M0912,FLUORURO DE SODIO SÓLIDO,
catalogos_materiales_peligrosos913,M0913,ARSENITO DE ESTRONCIO,
catalogos_materiales_peligrosos914,M0914,ESTRICNINA o SALES DE ESTRICNINA,
catalogos_materiales_peligrosos915,M0915,"GASES LACRIMÓGENOS, SUSTANCIA LÍQUIDA PARA LA FABRICACIÓN DE, N.E.P.",
catalogos_materiales_peligrosos916,M0916,CIANUROS DE BROMOBENCILO LÍQUIDOS,
catalogos_materiales_peligrosos917,M0917,CLOROACETONA ESTABILIZADA,
catalogos_materiales_peligrosos918,M0918,CLOROACETOFENONA SÓLIDA,
catalogos_materiales_peligrosos919,M0919,DIFENILAMINO-CLOROARSINA,
catalogos_materiales_peligrosos920,M0920,DIFENILCLOROARSINA LÍQUIDA,
catalogos_materiales_peligrosos921,M0921,VELAS LACRIMÓGENAS,
catalogos_materiales_peligrosos922,M0922,"BROMURO DE XILILO, LÍQUIDO",
catalogos_materiales_peligrosos923,M0923,"1,1,2,2-TETRACLOROETANO",
catalogos_materiales_peligrosos924,M0924,DITIOPIROFOSFATO DE TETRAETILO,
catalogos_materiales_peligrosos925,M0925,"TALIO, COMPUESTO DE, N.E.P.",
catalogos_materiales_peligrosos926,M0926,TOLUIDINAS LÍQUIDAS,
catalogos_materiales_peligrosos927,M0927,"TOLUILEN-2,4-DIAMINA SÓLIDA",
catalogos_materiales_peligrosos928,M0928,TRICLOROETILENO,
catalogos_materiales_peligrosos929,M0929,XILIDINAS LÍQUIDAS,
catalogos_materiales_peligrosos930,M0930,"ARSENIATO DE CINC,
ARSENITO DE CINC o MEZCLA DE ARSENIATO DE CINC Y ARSENITO DE CINC",
catalogos_materiales_peligrosos931,M0931,CIANURO DE CINC,
catalogos_materiales_peligrosos932,M0932,FOSFURO DE CINC,
catalogos_materiales_peligrosos933,M0933,ANHÍDRIDO ACÉTICO,
catalogos_materiales_peligrosos934,M0934,BROMURO DE ACETILO,
catalogos_materiales_peligrosos935,M0935,CLORURO DE ACETILO,
catalogos_materiales_peligrosos936,M0936,FOSFATO ÁCIDO DE BUTILO,
catalogos_materiales_peligrosos937,M0937,LÍQUIDO ALCALINO CAÚSTICO N.E.P.,
catalogos_materiales_peligrosos938,M0938,CLOROFORMIATO DE ALILO,
catalogos_materiales_peligrosos939,M0939,YODURO DE ALILO,
catalogos_materiales_peligrosos940,M0940,ALILTRICLOROSILANO ESTABILIZADO,
catalogos_materiales_peligrosos941,M0941,BROMURO DE ALUMINIO ANHIDRO,
catalogos_materiales_peligrosos942,M0942,CLORURO DE ALUMINIO ANHIDRO,
catalogos_materiales_peligrosos943,M0943,HIDROGENODIFLUORURO DE AMONIO SÓLIDO,
catalogos_materiales_peligrosos944,M0944,AMILTRICLOROSILANO,
catalogos_materiales_peligrosos945,M0945,CLORURO DE ANISOILO,
catalogos_materiales_peligrosos946,M0946,PENTACLORURO DE ANTIMONIO LÍQUIDO,
catalogos_materiales_peligrosos947,M0947,PENTACLORURO DE ANTIMONIO EN SOLUCIÓN,
catalogos_materiales_peligrosos948,M0948,PENTAFLUORURO DE ANTIMONIO,
catalogos_materiales_peligrosos949,M0949,TRICLORURO DE ANTIMONIO,
catalogos_materiales_peligrosos950,M0950,CLORURO DE BENZOILO,
catalogos_materiales_peligrosos951,M0951,BROMURO DE BENCILO,
catalogos_materiales_peligrosos952,M0952,CLORURO DE BENCILO,
catalogos_materiales_peligrosos953,M0953,CLOROFORMIATO DE BENCILO,
catalogos_materiales_peligrosos954,M0954,"HIDROGENODIFLUORUROS SÓLIDOS, N.E.P.",
catalogos_materiales_peligrosos955,M0955,TRICLORURO DE BORO,
catalogos_materiales_peligrosos956,M0956,"TRIFLUORURO DE BORO Y ÁCIDO ACÉTICO, COMPLEJO LÍQUIDO DE",
catalogos_materiales_peligrosos957,M0957,"TRIFLUORURO DE BORO Y ÁCIDO PROPIÓNICO, COMPLEJO LÍQUIDO DE",
catalogos_materiales_peligrosos958,M0958,BROMO o BROMO EN SOLUCIÓN,
catalogos_materiales_peligrosos959,M0959,PENTAFLUORURO DE BROMO,
catalogos_materiales_peligrosos960,M0960,TRIFLUORURO DE BROMO,
catalogos_materiales_peligrosos961,M0961,BUTILTRICLOROSILANO,
catalogos_materiales_peligrosos962,M0962,"HIPOCLORITO DE CALCIO SECO
oHIPOCLORITO DE CALCIO EN
MEZCLA SECA, con más del 39 % de cloro activo (8,8 % de oxígeno activo)",
catalogos_materiales_peligrosos963,M0963,TRIFLUORURO DE CLORO,
catalogos_materiales_peligrosos964,M0964,ÁCIDO CLOROACÉTICO EN SOLUCIÓN,
catalogos_materiales_peligrosos965,M0965,ÁCIDO CLOROACÉTICO SÓLIDO,
catalogos_materiales_peligrosos966,M0966,CLORURO DE CLOROACETILO,
catalogos_materiales_peligrosos967,M0967,CLOROFENILTRICLOROSILANO,
catalogos_materiales_peligrosos968,M0968,"ÁCIDO CLOROSULFÓNICO (con
osin trióxido de azufre)",
catalogos_materiales_peligrosos969,M0969,ÁCIDO CRÓMICO EN SOLUCIÓN,
catalogos_materiales_peligrosos970,M0970,FLUORURO DE CROMO(III) SÓLIDO,
catalogos_materiales_peligrosos971,M0971,FLUORURO DE CROMO(III) EN SOLUCIÓN,
catalogos_materiales_peligrosos972,M0972,OXICLORURO DE CROMO(VI) (CLORURO DE CROMILO),
catalogos_materiales_peligrosos973,M0973,"SÓLIDO CORROSIVO, N.E.P.",
catalogos_materiales_peligrosos974,M0974,"LÍQUIDO CORROSIVO, N.E.P.",
catalogos_materiales_peligrosos975,M0975,CUPRIETILENDIAMINA EN SOLUCIÓN,
catalogos_materiales_peligrosos976,M0976,CICLOHEXENILTRICLOROSILA NO,
catalogos_materiales_peligrosos977,M0977,CICLOHEXIL-TRICLOROSILANO,
catalogos_materiales_peligrosos978,M0978,ÁCIDO DICLOROACÉTICO,
catalogos_materiales_peligrosos979,M0979,CLORURO DE DICLOROACETILO,
catalogos_materiales_peligrosos980,M0980,DICLOROFENILTRICLOROSILA NO,
catalogos_materiales_peligrosos981,M0981,DIETILDICLOROSILANO,
catalogos_materiales_peligrosos982,M0982,ÁCIDO DIFLUOROFOSFÓRICO ANHIDRO,
catalogos_materiales_peligrosos983,M0983,DIFENILDICLOROSILANO,
catalogos_materiales_peligrosos984,M0984,BROMURO DE DIFENILMETILO,
catalogos_materiales_peligrosos985,M0985,DODECILTRICLOROSILANO,
catalogos_materiales_peligrosos986,M0986,CLORURO DE HIERO(III) ANHIDRO,
catalogos_materiales_peligrosos987,M0987,"EXTINTORES DE INCENDIOS, CARGAS PARA, líquidos corrosivos",
catalogos_materiales_peligrosos988,M0988,ÁCIDO FLUOROBÓRICO,
catalogos_materiales_peligrosos989,M0989,ÁCIDO FLUOROFOSFÓRICO ANHIDRO,
catalogos_materiales_peligrosos990,M0990,ÁCIDO FLUOROSULFÓNICO,
catalogos_materiales_peligrosos991,M0991,ÁCIDO FLUOROSILÍCICO,
catalogos_materiales_peligrosos992,M0992,"ÁCIDO FÓRMICO con más del 85 %, en masa, de ácido",
catalogos_materiales_peligrosos993,M0993,CLORURO DE FUMARILO,
catalogos_materiales_peligrosos994,M0994,HEXADECIL-TRICLOROSILANO,
catalogos_materiales_peligrosos995,M0995,"ÁCIDO
HEXAFLUOROFOSFÓRICO",
catalogos_materiales_peligrosos996,M0996,HEXAMETILENDIAMINA EN SOLUCIÓN,
catalogos_materiales_peligrosos997,M0997,HEXILTRICLOROSILANO,
catalogos_materiales_peligrosos998,M0998,"ÁCIDO FLUORHÍDRICO Y ÁCIDO SULFÚRICO, MEZCLA DE",
catalogos_materiales_peligrosos999,M0999,ÁCIDO YODHÍDRICO,
catalogos_materiales_peligrosos1000,M1000,ÁCIDO BROMHÍDRICO,
catalogos_materiales_peligrosos1001,M1001,ÁCIDO CLORHÍDRICO,
catalogos_materiales_peligrosos1002,M1002,ÁCIDO FLUORHÍDRICO con un máximo del 60 % de fluoruro de hidrógeno,
catalogos_materiales_peligrosos1003,M1003,HIPOCLORITOS EN SOLUCIÓN,
catalogos_materiales_peligrosos1004,M1004,"MONOCLORURO DE YODO, SÓLIDO",
catalogos_materiales_peligrosos1005,M1005,FOSFATO ÁCIDO DE ISOPROPILO,
catalogos_materiales_peligrosos1006,M1006,SULFATO DE PLOMO con más del 3 % de ácido libre,
catalogos_materiales_peligrosos1007,M1007,ÁCIDO SULFONÍTRICO EN MEZCLA (ÁCIDO MIXTO) con más del 50 % de ácido nítrico,
catalogos_materiales_peligrosos1008,M1008,ÁCIDO SULFONÍTRICO EN MEZCLA (ÁCIDO MIXTO) con un máximo del 50 % de ácido nítrico,
catalogos_materiales_peligrosos1009,M1009,ÁCIDO CLORHÍDRICO Y ÁCIDO NÍTRICO EN MEZCLA,
catalogos_materiales_peligrosos1010,M1010,NONILTRICLOROSILANO,
catalogos_materiales_peligrosos1011,M1011,OCTADECIL-TRICLOROSILANO,
catalogos_materiales_peligrosos1012,M1012,OCTILTRICLOROSILANO,
catalogos_materiales_peligrosos1013,M1013,"ÁCIDO PERCLÓRICO con un máximo del 50 %, en masa, de ácido",
catalogos_materiales_peligrosos1014,M1014,ÁCIDO FENOLSULFÓNICO LÍQUIDO,
catalogos_materiales_peligrosos1015,M1015,FENILTRICLOROSILANO,
catalogos_materiales_peligrosos1016,M1016,ÁCIDO FOSFÓRICO EN SOLUCIÓN,
catalogos_materiales_peligrosos1017,M1017,PENTACLORURO DE FÓSFORO,
